date,warehouse,category,sku_id,product_name,brand,units_sold,revenue_inr,temperature_c,festival_flag,sale_flag,return_units,inventory_on_hand,days_to_stockout,customer_segment,avg_rating
2025-01-13,Delhi_Gurgaon,Women_Ethnic,SKU011,Cotton Palazzo Set,Biba,334,334000,6.8,0,0,27,412,4,Mass_Premium,4.3
2025-01-13,Delhi_Gurgaon,Women_Western,SKU012,Denim Jacket,H&M,156,234000,6.8,0,0,12,198,9,Young_Professional,4.2
2025-01-13,Delhi_Gurgaon,Women_Footwear,SKU013,Kolhapuri Chappal,Metro,289,144500,6.8,0,0,23,356,5,Value,4.4
2025-01-13,Delhi_Gurgaon,Men_Casual,SKU014,Polo T-Shirt - White,US Polo,267,400500,6.8,0,0,21,334,5,Professional,4.5
2025-01-13,Delhi_Gurgaon,Accessories,SKU015,Laptop Bag - Premium,Wildcraft,134,402000,6.8,0,0,11,167,8,Professional,4.6
2025-01-13,Bangalore_Whitefield,Women_Ethnic,SKU011,Cotton Palazzo Set,Biba,256,256000,26.1,0,0,20,312,6,Mass_Premium,4.3
2025-01-13,Bangalore_Whitefield,Women_Western,SKU012,Denim Jacket,H&M,198,297000,26.1,0,0,16,245,7,Young_Professional,4.2
2025-01-13,Bangalore_Whitefield,Women_Footwear,SKU013,Kolhapuri Chappal,Metro,378,189000,26.1,0,0,30,456,3,Value,4.4
2025-01-13,Bangalore_Whitefield,Men_Casual,SKU014,Polo T-Shirt - White,US Polo,198,297000,26.1,0,0,16,245,7,Professional,4.5
2025-01-13,Bangalore_Whitefield,Accessories,SKU015,Laptop Bag - Premium,Wildcraft,98,294000,26.1,0,0,8,123,10,Professional,4.6
2025-01-14,Mumbai_Central,Women_Ethnic,SKU016,Georgette Sharara Set,Aurelia,198,396000,29.1,0,0,16,245,7,Premium,4.5
2025-01-14,Mumbai_Central,Women_Western,SKU017,Crop Top - Printed,Forever 21,334,167000,29.1,0,0,27,412,4,Young_Professional,4.0
2025-01-14,Mumbai_Central,Women_Footwear,SKU018,Stilettos - Red,Charles & Keith,89,356000,29.1,0,0,7,112,10,Premium,4.6
2025-01-14,Mumbai_Central,Men_Casual,SKU019,Casual Shirt - Checks,Van Heusen,234,351000,29.1,0,0,19,289,6,Professional,4.4
2025-01-14,Mumbai_Central,Accessories,SKU020,Smart Watch Strap,Boat,423,211500,29.1,0,0,34,512,3,Young_Professional,4.2
2025-01-14,Delhi_Gurgaon,Women_Ethnic,SKU016,Georgette Sharara Set,Aurelia,234,468000,5.5,0,0,19,289,6,Premium,4.5
2025-01-14,Delhi_Gurgaon,Women_Western,SKU017,Crop Top - Printed,Forever 21,289,144500,5.5,0,0,23,356,5,Young_Professional,4.0
2025-01-14,Delhi_Gurgaon,Women_Footwear,SKU018,Stilettos - Red,Charles & Keith,112,448000,5.5,0,0,9,145,9,Premium,4.6
2025-01-14,Delhi_Gurgaon,Men_Casual,SKU019,Casual Shirt - Checks,Van Heusen,289,433500,5.5,0,0,23,356,4,Professional,4.4
2025-01-14,Delhi_Gurgaon,Accessories,SKU020,Smart Watch Strap,Boat,378,189000,5.5,0,0,30,456,3,Young_Professional,4.2
2025-01-14,Bangalore_Whitefield,Women_Ethnic,SKU016,Georgette Sharara Set,Aurelia,178,356000,26.8,0,0,14,223,8,Premium,4.5
2025-01-14,Bangalore_Whitefield,Women_Western,SKU017,Crop Top - Printed,Forever 21,378,189000,26.8,0,0,30,456,3,Young_Professional,4.0
2025-01-14,Bangalore_Whitefield,Women_Footwear,SKU018,Stilettos - Red,Charles & Keith,98,392000,26.8,0,0,8,123,10,Premium,4.6
2025-01-14,Bangalore_Whitefield,Men_Casual,SKU019,Casual Shirt - Checks,Van Heusen,212,318000,26.8,0,0,17,267,7,Professional,4.4
2025-01-14,Bangalore_Whitefield,Accessories,SKU020,Smart Watch Strap,Boat,456,228000,26.8,0,0,36,534,2,Young_Professional,4.2
2025-01-15,Mumbai_Central,Women_Ethnic,SKU021,Lehenga Choli - Bridal,Sabyasachi,45,4500000,28.5,0,1,4,56,10,Luxury,4.9
2025-01-15,Mumbai_Central,Women_Western,SKU022,Jumpsuit - Navy,Zara,145,290000,28.5,0,1,12,178,9,Premium,4.5
2025-01-15,Mumbai_Central,Women_Footwear,SKU023,Flat Sandals - Tan,Clarks,267,267000,28.5,0,1,21,334,5,Professional,4.4
2025-01-15,Mumbai_Central,Men_Casual,SKU024,Joggers - Grey,Nike,334,501000,28.5,0,1,27,412,3,Young_Professional,4.6
2025-01-15,Mumbai_Central,Accessories,SKU025,Sunglasses - Aviator,Ray-Ban,178,890000,28.5,0,1,14,223,7,Premium,4.7
